12/05/2017 11:33,model=SM-G950F_device=dreamlte,32.10379917,35.21018373,704.2004746,1,24:79:2a:2b:07:bc,Ariel_University,36,-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:34,model=SM-G950F_device=dreamlte,32.10367378,35.21005093,702.457376,1,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:36,model=SM-G950F_device=dreamlte,32.10446697,35.20942986,692.9030486,1,34:8f:27:a0:89:b7, ,44,-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:36,model=SM-G950F_device=dreamlte,32.10387673,35.21034216,699.5569232,10,34:8f:27:20:89:b8,Ariel_University,6,-50,34:8f:27:20:89:bc,Ariel_University,44,-53,34:8f:27:a0:89:b7, ,44,-54,24:79:2a:2b:07:bc,Ariel_University,36,-73,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-73,24:79:2a:2b:07:b8,Ariel_University,11,-74,24:79:2a:ab:07:b7, ,36,-75,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-78,24:79:2a:2c:5c:18,Ariel_University,11,-86,1c:b9:c4:16:06:bc,Ariel_University,48,-88
12/05/2017 11:36,model=SM-G950F_device=dreamlte,32.10381301,35.21016707,708,1,24:79:2a:2b:02:78,Ariel_University,6,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:36,model=SM-G950F_device=dreamlte,32.10386697,35.21017503,699.9889204,3,34:8f:27:20:89:b8,Ariel_University,6,-44,24:79:2a:ac:5c:17, ,36,-89,1c:b9:c4:16:06:b8,Ariel_University,11,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:37,model=SM-G950F_device=dreamlte,32.10447662,35.20958302,688.2115926,1,1c:b9:c4:16:05:38,Ariel_University,11,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:37,model=SM-G950F_device=dreamlte,32.10501417,35.21004384,687.3944428,3,34:8f:27:20:89:b8,Ariel_University,6,-39,b2:6c:ac:9f:fb:1f,iagree,1,-89,90:6c:ac:9f:fb:1f,Guest,1,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:37,model=SM-G950F_device=dreamlte,32.10390387,35.21044493,697.7475687,4,24:79:2a:2b:07:b8,Ariel_University,11,-67,24:79:2a:2b:07:bc,Ariel_University,36,-68,24:79:2a:ab:07:b7, ,36,-69,24:79:2a:2c:5c:18,Ariel_University,11,-81,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10426181,35.21010036,700.4018563,8,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-55,24:79:2a:2c:5c:18,Ariel_University,11,-67,24:79:2a:2c:5c:1c,Ariel_University,36,-68,24:79:2a:2b:02:78,Ariel_University,6,-72,24:79:2a:ac:5c:17, ,36,-72,b2:6c:ac:9f:f1:c5,paysday,2,-85,a2:6c:ac:a0:3d:eb,giftwizard,3,-86,90:6c:ac:a0:3d:eb,Guest,3,-89,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10380988,35.21016223,705.6909148,10,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-61,24:79:2a:2b:07:b8,Ariel_University,11,-64,24:79:2a:2c:5c:18,Ariel_University,11,-64,24:79:2a:ab:07:b7, ,36,-66,24:79:2a:2b:02:78,Ariel_University,6,-68,24:79:2a:2b:07:bc,Ariel_University,36,-70,c4:12:f5:fd:6a:74,mati-sh1,9,-71,24:79:2a:2c:5c:1c,Ariel_University,36,-72,24:79:2a:ab:02:77, ,44,-76,24:79:2a:2b:02:7c,Ariel_University,44,-78
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10461548,35.20954263,696.005353,2,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-55,1c:b9:c4:16:05:38,Ariel_University,11,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10441531,35.20970248,693.2730148,3,90:6c:ac:9f:fb:1f,Guest,1,-87,b2:6c:ac:9f:fb:1f,iagree,1,-91,1c:b9:c4:15:23:5c,Ariel_University,36,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10451143,35.20969262,705.2473154,1,a2:6c:ac:a0:3d:eb,giftwizard,3,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10367113,35.21004719,702.6173971,3,24:79:2a:ac:5c:17, ,36,-69,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-73,1c:b9:c4:95:23:57, ,36,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,null,null,null,1,34:8f:27:60:8b:93,island-208B90,8,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.1042139,35.20942382,691.5251802,3,24:79:2a:2b:07:bc,Ariel_University,36,-65,34:8f:27:20:89:b8,Ariel_University,6,-72,1c:b9:c4:15:34:b8,Ariel_University,6,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.1043754,35.2094512,696.1905581,1,1c:b9:c4:15:23:58,Ariel_University,6,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:41,model=SM-G950F_device=dreamlte,32.10412884,35.20911344,698.9240773,1,90:6c:ac:a0:3d:eb,Guest,3,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10482057,35.21021208,699.9240231,2,1c:b9:c4:16:05:38,Ariel_University,11,-86,b2:6c:ac:9f:fb:1f,iagree,1,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,null,null,null,1,1c:b9:c4:95:23:57, ,36,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10426165,35.2092401,697.2256037,3,90:6c:ac:9f:f1:c5,CliClap,2,-81,90:6c:ac:a0:3d:eb,Guest,3,-81,34:8f:27:20:89:bc,Ariel_University,44,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10446697,35.20942986,692.9030486,1,34:8f:27:a0:89:b7, ,44,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10431398,35.20940134,697.167625,4,24:79:2a:2b:02:7c,Ariel_University,44,-74,24:79:2a:ab:02:77, ,44,-74,b2:6c:ac:a0:3d:eb,sinusafe,3,-75,a2:6c:ac:a0:3d:eb,giftwizard,3,-76,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.1038075,35.21016822,703.5304003,10,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-56,24:79:2a:2b:02:78,Ariel_University,6,-68,24:79:2a:2c:5c:18,Ariel_University,11,-69,24:79:2a:2c:5c:1c,Ariel_University,36,-70,24:79:2a:2b:07:bc,Ariel_University,36,-71,24:79:2a:ab:07:b7, ,36,-71,24:79:2a:2b:07:b8,Ariel_University,11,-72,24:79:2a:ac:5c:17, ,36,-72,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-79,a2:6c:ac:9f:f1:c5,Guest,2,-80
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10379535,35.21016523,704.36879,1,24:79:2a:2b:07:b8,Ariel_University,11,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10404738,35.20916255,691.4554829,1,34:8f:27:20:89:b8,Ariel_University,6,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10395444,35.20940194,693.1783964,2,24:79:2a:2c:5c:18,Ariel_University,11,-64,1c:b9:c4:15:23:58,Ariel_University,6,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10492098,35.21010092,689.3647698,5,24:79:2a:2b:07:bc,Ariel_University,36,-66,34:8f:27:60:8b:93,island-208B90,8,-85,c4:12:f5:fd:6a:74,mati-sh1,9,-87,b2:6c:ac:9f:fb:1f,iagree,1,-87,a2:6c:ac:9f:fb:1f,Neuropplied,1,-90,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10423842,35.20934369,687.7868929,2,b2:6c:ac:9f:f1:c5,paysday,2,-77,c2:6c:ac:9f:fb:1f,shapedo,1,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.1037249,35.21020742,710.7830608,1,24:79:2a:ab:07:b7, ,36,-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:43,model=SM-G950F_device=dreamlte,32.10436645,35.20958189,688.4617301,1,c2:6c:ac:9f:fb:1f,shapedo,1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:44,model=SM-G950F_device=dreamlte,32.1052113,35.20996018,689.0628514,1,90:6c:ac:9f:fb:1f,Guest,1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:44,model=SM-G950F_device=dreamlte,32.10380114,35.21015969,703.5018118,2,24:79:2a:2b:07:b8,Ariel_University,11,-59,24:79:2a:2b:07:bc,Ariel_University,36,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:44,model=SM-G950F_device=dreamlte,32.10389093,35.21034471,708.1662333,1,24:79:2a:ac:5c:17, ,36,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:45,model=SM-G950F_device=dreamlte,32.10380826,35.21016219,705.7778774,10,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-63,24:79:2a:2c:5c:1c,Ariel_University,36,-67,24:79:2a:ac:5c:17, ,36,-67,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,6,-68,24:79:2a:2b:07:bc,Ariel_University,36,-70,24:79:2a:2b:02:78,Ariel_University,6,-70,24:79:2a:ab:07:b7, ,36,-71,24:79:2a:2b:07:b8,Ariel_University,11,-72,24:79:2a:2c:5c:18,Ariel_University,11,-74,24:79:2a:2b:02:78,Ariel_University,6,-75
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.10391948,35.21051275,699.3726497,10,24:79:2a:ab:07:b7, ,36,-67,24:79:2a:2b:07:bc,Ariel_University,36,-68,1c:b9:c4:16:1d:78,Ariel_University,1,-69,24:79:2a:2b:07:b8,Ariel_University,11,-71,1c:b9:c4:16:1d:7c,Ariel_University,44,-71,1c:b9:c4:16:06:bc,Ariel_University,48,-73,1c:b9:c4:16:06:b8,Ariel_University,11,-75,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-77,34:8f:27:20:89:b8,Ariel_University,6,-78,24:79:2a:2b:02:78,Ariel_University,6,-79
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.10401426,35.20980805,694.4639771,4,24:79:2a:2b:07:b8,Ariel_University,11,-66,24:79:2a:2c:5b:d8,Ariel_University,1,-74,1c:b9:c4:96:ed:47, ,36,-86,1c:b9:c4:16:ed:4c,Ariel_University,36,-86,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.10388707,35.20986562,700.4044218,2,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,6,-72,24:79:2a:2c:5b:dc,Ariel_University,36,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.10378374,35.20980781,708.0677575,2,24:79:2a:ac:5b:d7, ,36,-81,1c:b9:c4:95:fd:47, ,36,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.10372571,35.21024926,697.1174565,5,1c:b9:c4:16:06:bc,Ariel_University,48,-65,1c:b9:c4:16:06:b8,Ariel_University,11,-66,1c:b9:c4:96:06:b7, ,48,-66,1c:b9:c4:15:ed:b8,IT-MNG,1,-87,1c:b9:c4:15:1c:b8,Ariel_University,1,-90,,,,,,,,,,,,,,,,,,,,
12/05/2017 11:47,model=SM-G950F_device=dreamlte,32.10355926,35.20987882,700.0214663,7,1c:b9:c4:16:ed:48,Ariel_University,6,-73,3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,6,-75,1c:b9:c4:16:ed:4c,Ariel_University,36,-77,a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,6,-87,1c:b9:c4:15:1c:bc,Ariel_University,36,-90,1c:b9:c4:15:ed:bc,IT-MNG,48,-91,1c:b9:c4:95:ed:b7, ,48,-91,,,,,,,,,,,,
12/05/2017 11:48,model=SM-G950F_device=dreamlte,32.10371051,35.21006876,706.4971077,3,1c:b9:c4:16:06:b8,Ariel_University,11,-61,1c:b9:c4:96:e5:a7, ,36,-89,1c:b9:c4:16:e5:ac,Ariel_University,36,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
