WigleWifi-1.4,appRelease=2.26,model=SM-G920F,release=7.0,device=zeroflte,display=NRD90M.G920FXXU5EQD3,board=universal7420,brand=samsung
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
d4:7b:b0:79:c8:ab,HOTBOX-C8A5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-08 19:26:29,6,-88,32.10338398838218,35.20813300940867,694.0658498321234,4,WIFI
a0:4f:d4:3b:e9:01,Lidor a,[WPA2-PSK-CCMP][ESS],2017-11-08 19:26:29,6,-88,32.10338398838218,35.20813300940867,694.0658498321234,4,WIFI
b0:48:7a:a1:80:8c,Knoch,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-08 19:26:29,4,-89,32.10338398838218,35.20813300940867,694.0658498321234,4,WIFI
d8:fe:e3:03:5a:31,Moria,[WPA2-PSK-CCMP][ESS],2017-11-08 19:26:29,6,-91,32.10338398838218,35.20813300940867,694.0658498321234,4,WIFI
a0:ab:1b:58:2c:06,dina,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:26:29,6,-92,32.10338398838218,35.20813300940867,694.0658498321234,4,WIFI
ec:8c:a2:08:94:1c,Ariel_University,[ESS][BLE],2017-11-08 19:26:29,40,-85,32.10338398838218,35.20813300940867,694.0658498321234,4,WIFI
ec:8c:a2:09:8c:3c,Ariel_University,[ESS][BLE],2017-11-08 19:26:29,44,-89,32.10338398838218,35.20813300940867,694.0658498321234,4,WIFI
42502_811_3868449,Cellcom,UNKNOWN;il,2017-11-08 19:26:29,0,-91,32.10338398838218,35.20813300940867,694.0658498321234,4,GSM
14:ae:db:cf:86:f5,Biren2809,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-08 19:26:35,11,-86,32.103382365215595,35.20820142581524,694.1004301530279,6,WIFI
1c:b9:c4:16:f1:98,Ariel_University,[ESS][BLE],2017-11-08 19:26:35,11,-84,32.103382365215595,35.20820142581524,694.1004301530279,6,WIFI
90:8d:78:55:1d:16,norden,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:26:35,1,-83,32.103382365215595,35.20820142581524,694.1004301530279,6,WIFI
ec:8c:a2:09:0c:c8,Ariel_University,[ESS][BLE],2017-11-08 19:26:35,1,-81,32.103382365215595,35.20820142581524,694.1004301530279,6,WIFI
d0:0f:6d:c0:fe:7f,natali,[WPA2-PSK-CCMP][ESS],2017-11-08 19:26:42,9,-88,32.10336422449943,35.20833910673961,694.1932067689261,6,WIFI
00:21:04:4c:2a:a2,Yan,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2017-11-08 19:26:42,6,-89,32.10336422449943,35.20833910673961,694.1932067689261,6,WIFI
1c:b9:c4:16:f4:78,Ariel_University,[ESS][BLE],2017-11-08 19:26:42,1,-86,32.10336422449943,35.20833910673961,694.1932067689261,6,WIFI
1c:b9:c4:12:7c:c8,Ariel_University,[ESS][BLE],2017-11-08 19:26:42,11,-88,32.10336422449943,35.20833910673961,694.1932067689261,6,WIFI
ec:8c:a2:08:94:18,Ariel_University,[ESS][BLE],2017-11-08 19:26:42,1,-88,32.10336422449943,35.20833910673961,694.1932067689261,6,WIFI
00:1d:aa:81:d8:3c,KCG-ADSL,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-08 19:30:07,3,-82,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-08 19:30:07,9,-67,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:15:1e:68,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,1,-85,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,11,-86,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:15:3d:68,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,6,-87,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:12:af:78,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,11,-91,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:95:3a:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:30:07,44,-89,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:15:3a:3c,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,44,-89,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:15:1e:6c,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,36,-91,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:16:ee:98,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,6,-85,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
1c:b9:c4:14:2c:38,Ariel_University,[ESS][BLE],2017-11-08 19:30:07,6,-89,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
00:11:6b:11:02:b7,yosh,[ESS],2017-11-08 19:30:07,1,-91,32.102311484363014,35.2099970677917,697.6763632920765,6,WIFI
42502_811_3868448,Cellcom,UNKNOWN;il,2017-11-08 19:30:07,0,-99,32.102311484363014,35.2099970677917,697.6763632920765,6,GSM
00:1d:aa:81:d8:3c,KCG-ADSL,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-08 19:30:11,3,-76,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-08 19:30:11,9,-60,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
1c:b9:c4:15:1e:68,Ariel_University,[ESS][BLE],2017-11-08 19:30:11,1,-79,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
1c:b9:c4:15:3a:38,Ariel_University,[ESS][BLE],2017-11-08 19:30:11,11,-78,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
1c:b9:c4:15:3d:68,Ariel_University,[ESS][BLE],2017-11-08 19:30:11,6,-79,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
1c:b9:c4:95:1e:67,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:30:11,36,-89,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-08 19:30:11,6,-92,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
1c:b9:c4:15:3d:6c,Ariel_University,[ESS][BLE],2017-11-08 19:30:11,44,-88,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
1c:b9:c4:14:30:38,Ariel_University,[ESS][BLE],2017-11-08 19:30:11,1,-90,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
1c:b9:c4:15:1c:b8,Ariel_University,[ESS][BLE],2017-11-08 19:30:11,1,-90,32.102362968146316,35.20997838683377,697.743517539378,6,WIFI
30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-08 19:31:33,6,-83,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
00:1d:aa:81:d8:3c,KCG-ADSL,[WPA2-PSK-CCMP][WPS][ESS][BLE],2017-11-08 19:31:33,3,-85,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:15:ed:b8,IT-MNG,[WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-08 19:31:33,1,-86,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:16:06:b8,Ariel_University,[ESS][BLE],2017-11-08 19:31:33,1,-69,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:16:f1:58,Ariel_University,[ESS][BLE],2017-11-08 19:31:33,11,-83,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:15:fd:48,Ariel_University,[ESS][BLE],2017-11-08 19:31:33,1,-82,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
d8:5d:4c:9e:69:22,AUC_4_2_24,[ESS],2017-11-08 19:31:33,1,-86,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
8c:0c:90:2e:16:88,Ariel_University,[ESS],2017-11-08 19:31:33,8,-81,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:16:e5:a8,Ariel_University,[ESS][BLE],2017-11-08 19:31:33,11,-86,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:96:e5:a7,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:31:33,52,-87,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:16:06:bc,Ariel_University,[ESS][BLE],2017-11-08 19:31:33,36,-77,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:16:f1:5c,Ariel_University,[ESS][BLE],2017-11-08 19:31:33,44,-83,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
1c:b9:c4:16:e5:ac,Ariel_University,[ESS][BLE],2017-11-08 19:31:33,52,-88,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
00:27:19:e8:ed:58,AUC,[ESS],2017-11-08 19:31:33,9,-88,32.103431439524805,35.2097794756092,699.2546831316185,4,WIFI
42502_811_3868449,Cellcom,UNKNOWN;il,2017-11-08 19:31:33,0,-87,32.103431439524805,35.2097794756092,699.2546831316185,4,GSM
3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-08 19:31:38,6,-83,32.10349108577987,35.2098249223319,699.3949374161402,6,WIFI
1c:b9:c4:15:ed:38,Ariel_University,[ESS][BLE],2017-11-08 19:31:38,6,-80,32.10349108577987,35.2098249223319,699.3949374161402,6,WIFI
1c:b9:c4:15:fd:4c,Ariel_University,[ESS][BLE],2017-11-08 19:31:38,44,-87,32.10349108577987,35.2098249223319,699.3949374161402,6,WIFI
1c:b9:c4:15:ed:3c,Ariel_University,[ESS][BLE],2017-11-08 19:31:38,44,-88,32.10349108577987,35.2098249223319,699.3949374161402,6,WIFI
24:79:2a:2c:5c:18,Ariel_University,[ESS][BLE],2017-11-08 19:31:38,11,-92,32.10349108577987,35.2098249223319,699.3949374161402,6,WIFI
1c:b9:c4:96:06:b7,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:31:43,36,-82,32.10355885388331,35.20987770615676,699.5430518496387,6,WIFI
1c:b9:c4:95:ed:b7,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:31:43,48,-90,32.10355885388331,35.20987770615676,699.5430518496387,6,WIFI
1c:b9:c4:15:ed:bc,IT-MNG,[WPA2-PSK-CCMP+TKIP][ESS][BLE],2017-11-08 19:31:43,48,-90,32.10355885388331,35.20987770615676,699.5430518496387,6,WIFI
1c:b9:c4:16:ed:48,Ariel_University,[ESS][BLE],2017-11-08 19:31:43,6,-81,32.10355885388331,35.20987770615676,699.5430518496387,6,WIFI
1c:b9:c4:16:ed:38,Ariel_University,[ESS][BLE],2017-11-08 19:31:43,6,-83,32.10355885388331,35.20987770615676,699.5430518496387,6,WIFI
1c:b9:c4:16:ed:4c,Ariel_University,[ESS][BLE],2017-11-08 19:31:43,36,-88,32.10355885388331,35.20987770615676,699.5430518496387,6,WIFI
1c:b9:c4:15:1c:bc,Ariel_University,[ESS][BLE],2017-11-08 19:31:43,36,-89,32.10355885388331,35.20987770615676,699.5430518496387,6,WIFI
24:79:2a:2c:5c:18,Ariel_University,[ESS][BLE],2017-11-08 19:31:48,11,-87,32.10362848766915,35.20995221044469,699.7026246432512,4,WIFI
60:e3:27:7b:e0:98,HelpDesk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-08 19:31:48,4,-89,32.10362848766915,35.20995221044469,699.7026246432512,4,WIFI
1c:b9:c4:16:ed:3c,Ariel_University,[ESS][BLE],2017-11-08 19:31:48,44,-83,32.10362848766915,35.20995221044469,699.7026246432512,4,WIFI
24:79:2a:2b:bd:88,Ariel_University,[ESS][BLE],2017-11-08 19:31:48,11,-85,32.10362848766915,35.20995221044469,699.7026246432512,4,WIFI
1c:b9:c4:15:1c:b8,Ariel_University,[ESS][BLE],2017-11-08 19:31:48,1,-86,32.10362848766915,35.20995221044469,699.7026246432512,4,WIFI
1c:b9:c4:12:af:78,Ariel_University,[ESS][BLE],2017-11-08 19:31:48,11,-89,32.10362848766915,35.20995221044469,699.7026246432512,4,WIFI
1c:b9:c4:16:06:b8,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,1,-63,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
1c:b9:c4:15:fd:48,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,1,-77,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
1c:b9:c4:12:af:78,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,11,-84,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-08 19:31:52,6,-83,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
1c:b9:c4:95:fd:47,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:31:52,44,-87,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
8c:0c:90:6e:16:88,,[WPA2-PSK-CCMP][ESS],2017-11-08 19:31:52,8,-86,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
c0:4a:00:71:ee:ee,Onicom,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-08 19:31:52,9,-85,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
24:79:2a:2b:bd:8c,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,44,-86,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
24:79:2a:2c:5b:dc,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,36,-87,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
1c:b9:c4:16:28:ec,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,36,-90,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
24:79:2a:2b:07:b8,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,11,-87,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
24:79:2a:2c:5b:d8,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,1,-87,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
1c:b9:c4:16:1d:78,Ariel_University,[ESS][BLE],2017-11-08 19:31:52,11,-91,32.10365507030123,35.209989594228276,699.838038860872,4,WIFI
3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],2017-11-08 19:31:57,6,-78,32.10369746272259,35.21006048728997,700.0124441683311,4,WIFI
24:79:2a:2c:5b:d8,Ariel_University,[ESS][BLE],2017-11-08 19:31:57,1,-82,32.10369746272259,35.21006048728997,700.0124441683311,4,WIFI
8c:0c:90:ae:16:83,,[WPA2-PSK-CCMP][ESS],2017-11-08 19:31:57,8,-80,32.10369746272259,35.21006048728997,700.0124441683311,4,WIFI
24:79:2a:2c:5c:1c,Ariel_University,[ESS][BLE],2017-11-08 19:31:57,36,-87,32.10369746272259,35.21006048728997,700.0124441683311,4,WIFI
24:79:2a:2b:24:98,Ariel_University,[ESS][BLE],2017-11-08 19:31:57,1,-89,32.10369746272259,35.21006048728997,700.0124441683311,4,WIFI
24:79:2a:2c:5c:18,Ariel_University,[ESS][BLE],2017-11-08 19:32:02,11,-76,32.10372918548215,35.21010896421857,700.1802735954202,4,WIFI
24:79:2a:2b:bd:88,Ariel_University,[ESS][BLE],2017-11-08 19:32:02,11,-80,32.10372918548215,35.21010896421857,700.1802735954202,4,WIFI
24:79:2a:2b:07:b8,Ariel_University,[ESS][BLE],2017-11-08 19:32:02,11,-78,32.10372918548215,35.21010896421857,700.1802735954202,4,WIFI
00:27:22:f3:bb:2b,,[ESS],2017-11-08 19:32:02,6,-83,32.10372918548215,35.21010896421857,700.1802735954202,4,WIFI
1c:b9:c4:16:1d:7c,Ariel_University,[ESS][BLE],2017-11-08 19:32:02,44,-87,32.10372918548215,35.21010896421857,700.1802735954202,4,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS][BLE],2017-11-08 19:32:02,1,-88,32.10372918548215,35.21010896421857,700.1802735954202,4,WIFI
24:79:2a:2c:5c:1c,Ariel_University,[ESS][BLE],2017-11-08 19:32:07,36,-77,32.10381573084736,35.210208321643925,700.328466372568,6,WIFI
60:e3:27:7b:e0:98,HelpDesk,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2017-11-08 19:32:07,4,-82,32.10381573084736,35.210208321643925,700.328466372568,6,WIFI
24:79:2a:2b:07:bc,Ariel_University,[ESS][BLE],2017-11-08 19:32:07,36,-85,32.10381573084736,35.210208321643925,700.328466372568,6,WIFI
8c:0c:90:2e:e8:18,Ariel_University,[ESS],2017-11-08 19:32:12,6,-80,32.10384797467241,35.21025295135812,700.4665543549644,6,WIFI
24:79:2a:2c:61:68,Ariel_University,[ESS][BLE],2017-11-08 19:32:12,6,-89,32.10384797467241,35.21025295135812,700.4665543549644,6,WIFI
1c:b9:c4:95:ed:37,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:32:17,44,-85,32.103888339040935,35.21030260037439,700.6082593915988,4,WIFI
8c:0c:90:2d:34:38,Ariel_University,[ESS],2017-11-08 19:32:17,11,-85,32.103888339040935,35.21030260037439,700.6082593915988,4,WIFI
1c:b9:c4:15:41:78,Ariel_University,[ESS][BLE],2017-11-08 19:32:17,11,-88,32.103888339040935,35.21030260037439,700.6082593915988,4,WIFI
24:79:2a:2c:61:6c,Ariel_University,[ESS][BLE],2017-11-08 19:32:22,36,-90,32.10392667597155,35.210386044988844,700.755646473467,4,WIFI
42502_811_3868447,Cellcom,UNKNOWN;il,2017-11-08 19:32:22,0,-87,32.10392667597155,35.210386044988844,700.755646473467,4,GSM
24:79:2a:2b:24:98,Ariel_University,[ESS][BLE],2017-11-08 19:32:27,1,-82,32.10396656417917,35.210496758752285,700.9014023943342,6,WIFI
24:79:2a:2c:61:68,Ariel_University,[ESS][BLE],2017-11-08 19:32:27,6,-83,32.10396656417917,35.210496758752285,700.9014023943342,6,WIFI
1c:b9:c4:15:ed:38,Ariel_University,[ESS][BLE],2017-11-08 19:32:32,6,-74,32.103987227376116,35.21055626280469,701.0329851264798,6,WIFI
8c:0c:90:2e:e8:18,Ariel_University,[ESS],2017-11-08 19:32:32,6,-73,32.103987227376116,35.21055626280469,701.0329851264798,6,WIFI
24:79:2a:2c:61:68,Ariel_University,[ESS][BLE],2017-11-08 19:32:32,6,-78,32.103987227376116,35.21055626280469,701.0329851264798,6,WIFI
24:79:2a:2b:24:9c,Ariel_University,[ESS][BLE],2017-11-08 19:32:32,36,-90,32.103987227376116,35.21055626280469,701.0329851264798,6,WIFI
8c:0c:90:2d:34:38,Ariel_University,[ESS],2017-11-08 19:32:37,11,-79,32.104011520631225,35.21064444895631,701.1540435046987,6,WIFI
1c:b9:c4:15:ed:3c,Ariel_University,[ESS][BLE],2017-11-08 19:32:37,44,-79,32.104011520631225,35.21064444895631,701.1540435046987,6,WIFI
24:79:2a:2b:24:9c,Ariel_University,[ESS][BLE],2017-11-08 19:32:37,36,-83,32.104011520631225,35.21064444895631,701.1540435046987,6,WIFI
24:79:2a:ab:24:97,,[WPA2-PSK-CCMP][ESS][BLE],2017-11-08 19:32:37,36,-83,32.104011520631225,35.21064444895631,701.1540435046987,6,WIFI
1c:b9:c4:16:e8:f8,Ariel_University,[ESS][BLE],2017-11-08 19:32:42,1,-78,32.104035502798894,35.210722336081524,701.257800444937,4,WIFI
8c:0c:90:2f:d3:d8,Ariel_University,[ESS],2017-11-08 19:32:42,11,-87,32.104035502798894,35.210722336081524,701.257800444937,4,WIFI
c8:be:19:07:77:b9,Bezeq-N_0777b8,[ESS],2017-11-08 19:32:42,11,-88,32.104035502798894,35.210722336081524,701.257800444937,4,WIFI
1c:b9:c4:15:ed:38,Ariel_University,[ESS][BLE],2017-11-08 19:32:47,6,-62,32.10405810982964,35.21080417295122,701.3540495547098,4,WIFI
8c:0c:90:2d:34:38,Ariel_University,[ESS],2017-11-08 19:32:47,11,-73,32.10405810982964,35.21080417295122,701.3540495547098,4,WIFI
24:79:2a:2c:61:6c,Ariel_University,[ESS][BLE],2017-11-08 19:32:47,36,-84,32.10405810982964,35.21080417295122,701.3540495547098,4,WIFI
8c:0c:90:2f:d3:d8,Ariel_University,[ESS],2017-11-08 19:32:47,11,-81,32.10405810982964,35.21080417295122,701.3540495547098,4,WIFI
00:90:4c:06:50:ce,Enolog,[WPA2-PSK-CCMP][ESS],2017-11-08 19:32:47,6,-90,32.10405810982964,35.21080417295122,701.3540495547098,4,WIFI
1c:b9:c4:15:44:88,Ariel_University,[ESS][BLE],2017-11-08 19:32:47,6,-90,32.10405810982964,35.21080417295122,701.3540495547098,4,WIFI
