LCID;CID;LAC;NET;PSC;RNC;RXL;QUAL;RSRP;RSRQ;ECIO;TYPE;LAT;LON;SPEED;ALT;SNR;DATE;TIME;N1CID;N1LAC;N1RXL;N2CID;N2LAC;N2RXL;N3CID;N3LAC;N3RXL;N4CID;N4LAC;N4RXL;N5CID;N5LAC;N5RXL;N6CID;N6LAC;N6RXL
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:34;3868449;811;-106
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:35;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:36;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:37;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:38;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:39;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:40;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:41;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:42;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:43;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:44;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:45;3868449;811;-105
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:46;3868449;811;-106
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:47;3868449;811;-106
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:48;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:49;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:50;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:51;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:52;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:53;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:54;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:55;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:56;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:57;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:58;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:59;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:31:00;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:31:01;3868449;811;-109
