LCID;CID;LAC;NET;PSC;RNC;RXL;QUAL;RSRP;RSRQ;ECIO;TYPE;LAT;LON;SPEED;ALT;SNR;DATE;TIME;N1CID;N1LAC;N1RXL;N2CID;N2LAC;N2RXL;N3CID;N3LAC;N3RXL;N4CID;N4LAC;N4RXL;N5CID;N5LAC;N5RXL;N6CID;N6LAC;N6RXL
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:22;3868449;811;-110
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:23;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:24;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:25;3868449;811;-108
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:26;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:27;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:28;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:29;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:30;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:31;3868449;811;-107
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:32;3868449;811;-106
3868449;15111;811;42502;442;33;-97;10.0;-103;-8;88;LTE;32.10543;35.20522;0;0;10.0;2017/10/25;19:30:33;3868449;811;-106
